
#
# Results on Tuesday November 05 2019 22:42:12 UTC.
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36
# Design number was non-random = 1
#
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,0,0,agreement,NULL,,yes
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,0,0,agreement,NULL,_REACTION_TIME_,2446
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,1,0,instructions1,NULL,,yes
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,1,0,instructions1,NULL,_REACTION_TIME_,6317
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Question (NULL if none).
# 9. Answer.
# 10. Whether or not answer was correct (NULL if N/A).
# 11. Time taken to answer.
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,5,0,practice-some,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'> 20% of the glerbs are fizda.</font></i></div></center><h2>Some of the glerbs are fizda.</h2></body>,True,NULL,2708
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,23,0,Test-More-than-half-46-ancit-smeath,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>46% of the ancits are smeath.</font></i></div></center><h2>It is not the case that more than half of the ancits are smeath.</h2></body>,True,NULL,1778
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,112,0,Test-All-Neg-5-schook-jabant,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>5% of the schooks are jabant.</font></i></div></center><h2>It is not the case that all of the schooks are jabant.</h2></body>,True,NULL,9060
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,43,0,Test-More-than-half-92-sporer-firtly,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>92% of the sporers are firtly.</font></i></div></center><h2>It is not the case that more than half of the sporers are firtly.</h2></body>,False,NULL,3360
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,97,0,Test-Some-76-jallem-sildal,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>76% of the jallems are sildal.</font></i></div></center><h2>Some of the jallems are sildal.</h2></body>,True,NULL,1833
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,14,0,Test-More-than-half-7-gukbar-soarse,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>7% of the gukbars are soarse.</font></i></div></center><h2>It is not the case that more than half of the gukbars are soarse.</h2></body>,True,NULL,5984
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,136,0,Test-All-Neg-59-bamet-unzast,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>59% of the bamets are unzast.</font></i></div></center><h2>It is not the case that all of the bamets are unzast.</h2></body>,True,NULL,2744
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,105,0,Test-Some-Neg-18-chadop-shaple,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>18% of the chadops are shaple.</font></i></div></center><h2>It is not the case that some of the chadops are shaple.</h2></body>,False,NULL,4612
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,82,0,Test-All-52-umpond-marire,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>52% of the umponds are marire.</font></i></div></center><h2>All of the umponds are marire.</h2></body>,False,NULL,1464
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,40,0,Test-More-than-half-52-bamet-unzast,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>52% of the bamets are unzast.</font></i></div></center><h2>It is not the case that more than half of the bamets are unzast.</h2></body>,False,NULL,17512
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,11,0,Test-More-than-half-18-chulk-vulhor,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>18% of the chulks are vulhor.</font></i></div></center><h2>It is not the case that more than half of the chulks are vulhor.</h2></body>,True,NULL,3580
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,141,0,Test-Some-Neg-82-padnet-fanely,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>82% of the padnets are fanely.</font></i></div></center><h2>It is not the case that some of the padnets are fanely.</h2></body>,False,NULL,4374
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,58,0,Test-All-16-puggle-entand,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>16% of the puggles are entand.</font></i></div></center><h2>All of the puggles are entand.</h2></body>,False,NULL,1554
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,35,0,Test-More-than-half-67-cather-funder,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>67% of the cathers are funder.</font></i></div></center><h2>It is not the case that more than half of the cathers are funder.</h2></body>,False,NULL,7610
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,133,0,Test-Some-Neg-70-raster-movell,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>70% of the rasters are movell.</font></i></div></center><h2>It is not the case that some of the rasters are movell.</h2></body>,False,NULL,3485
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,114,0,Test-All-Neg-3-shrile-athoid,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>3% of the shriles are athoid.</font></i></div></center><h2>It is not the case that all of the shriles are athoid.</h2></body>,True,NULL,3829
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,8,0,Test-More-than-half-13-beckel-racual,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>13% of the beckels are racual.</font></i></div></center><h2>It is not the case that more than half of the beckels are racual.</h2></body>,True,NULL,2359
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,127,0,Test-Some-Neg-51-pluset-stubad,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>51% of the plusets are stubad.</font></i></div></center><h2>It is not the case that some of the plusets are stubad.</h2></body>,False,NULL,4723
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,34,0,Test-More-than-half-61-russer-huttle,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>61% of the russers are huttle.</font></i></div></center><h2>It is not the case that more than half of the russers are huttle.</h2></body>,False,NULL,2881
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,120,0,Test-All-Neg-33-pengyl-sedest,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>33% of the pengyls are sedest.</font></i></div></center><h2>It is not the case that all of the pengyls are sedest.</h2></body>,True,NULL,5475
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,62,0,Test-All-19-mecket-plumry,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>19% of the meckets are plumry.</font></i></div></center><h2>All of the meckets are plumry.</h2></body>,False,NULL,2937
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,13,0,Test-More-than-half-20-mecket-plumry,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>20% of the meckets are plumry.</font></i></div></center><h2>It is not the case that more than half of the meckets are plumry.</h2></body>,True,NULL,3559
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,115,0,Test-Some-Neg-29-coamin-mucond,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>29% of the coamins are mucond.</font></i></div></center><h2>It is not the case that some of the coamins are mucond.</h2></body>,False,NULL,7830
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,53,0,Test-More-than-half-84-awplor-fasees,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>84% of the awplors are fasees.</font></i></div></center><h2>It is not the case that more than half of the awplors are fasees.</h2></body>,False,NULL,6623
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,52,0,Test-More-than-half-85-chevel-podden,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>85% of the chevels are podden.</font></i></div></center><h2>It is not the case that more than half of the chevels are podden.</h2></body>,False,NULL,4984
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,75,0,Test-Some-44-fleeve-scalfs,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>44% of the fleeves are scalfs.</font></i></div></center><h2>Some of the fleeves are scalfs.</h2></body>,True,NULL,2353
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,63,0,Test-Some-13-clidge-hensly,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>13% of the clidges are hensly.</font></i></div></center><h2>Some of the clidges are hensly.</h2></body>,True,NULL,1699
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,149,0,Test-Some-Neg-87-ingell-nalill,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>87% of the ingells are nalill.</font></i></div></center><h2>It is not the case that some of the ingells are nalill.</h2></body>,False,NULL,8500
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,79,0,Test-Some-52-strant-potind,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>52% of the strants are potind.</font></i></div></center><h2>Some of the strants are potind.</h2></body>,True,NULL,2151
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,129,0,Test-Some-Neg-58-russer-huttle,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>58% of the russers are huttle.</font></i></div></center><h2>It is not the case that some of the russers are huttle.</h2></body>,False,NULL,3982
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,54,0,Test-More-than-half-96-ingell-nalill,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>96% of the ingells are nalill.</font></i></div></center><h2>It is not the case that more than half of the ingells are nalill.</h2></body>,False,NULL,12489
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,59,0,Test-Some-4-chulk-vulhor,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>4% of the chulks are vulhor.</font></i></div></center><h2>Some of the chulks are vulhor.</h2></body>,True,NULL,1592
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,17,0,Test-More-than-half-11-spunge-wenple,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>11% of the spunges are wenple.</font></i></div></center><h2>It is not the case that more than half of the spunges are wenple.</h2></body>,True,NULL,4675
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,135,0,Test-Some-Neg-69-bamet-unzast,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>69% of the bamets are unzast.</font></i></div></center><h2>It is not the case that some of the bamets are unzast.</h2></body>,False,NULL,4635
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,57,0,Test-Some-16-puggle-entand,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>16% of the puggles are entand.</font></i></div></center><h2>Some of the puggles are entand.</h2></body>,True,NULL,2461
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,144,0,Test-All-Neg-84-devole-sholly,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>84% of the devoles are sholly.</font></i></div></center><h2>It is not the case that all of the devoles are sholly.</h2></body>,True,NULL,4210
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,121,0,Test-Some-Neg-31-zetten-unfobs,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>31% of the zettens are unfobs.</font></i></div></center><h2>It is not the case that some of the zettens are unfobs.</h2></body>,False,NULL,5549
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,78,0,Test-All-49-shurrie-preser,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>49% of the shurries are preser.</font></i></div></center><h2>All of the shurries are preser.</h2></body>,False,NULL,3222
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,85,0,Test-Some-68-birler-enciad,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>68% of the birlers are enciad.</font></i></div></center><h2>Some of the birlers are enciad.</h2></body>,True,NULL,2098
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,44,0,Test-More-than-half-77-pirter-secent,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>77% of the pirters are secent.</font></i></div></center><h2>It is not the case that more than half of the pirters are secent.</h2></body>,False,NULL,11843
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,100,0,Test-All-76-puctor-recure,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>76% of the puctors are recure.</font></i></div></center><h2>All of the puctors are recure.</h2></body>,False,NULL,1411
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,131,0,Test-Some-Neg-64-tecker-biller,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>64% of the teckers are biller.</font></i></div></center><h2>It is not the case that some of the teckers are biller.</h2></body>,False,NULL,5789
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,117,0,Test-Some-Neg-40-middor-drooty,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>40% of the middors are drooty.</font></i></div></center><h2>It is not the case that some of the middors are drooty.</h2></body>,False,NULL,5135
